"2025-02-27/05:19:50",0.8910031501332585,0.1631618466132120,0.4236644878466650
"2025-02-27/05:19:51",0.8695060709054367,0.1789787201468074,0.4603540055144519
"2025-02-27/05:19:52",0.7521795000761975,0.4139551390214445,0.5127057075387967
"2025-02-27/05:19:53",0.6470231812616519,0.5979248383407784,0.4731246036777274
"2025-02-27/05:19:54",0.4880098573613310,0.7093376700059677,0.5086122777014712
"2025-02-27/05:19:55",0.2398636587795189,0.7730605434364822,0.5872331916526805
"2025-02-27/05:19:56",0.2265776075978339,0.7977955515153783,0.5587350407102771
"2025-02-27/05:19:57",0.2151392245231149,0.9215039617652402,0.3233350623154853
"2025-02-27/05:19:58",0.1418967479265145,0.9503831120046642,0.2768343427832050
"2025-02-27/05:19:59",0.2978037007641304,0.8972557269783449,0.3259526287909796
"2025-02-27/05:20:00",0.4853759725219283,0.8457651529504605,0.2215659526034554
"2025-02-27/05:20:01",0.5660911874930808,0.8159875931307471,0.1170684214438877
"2025-02-27/05:20:02",0.5853334224675417,0.8106382257351685,0.01582566015598641
"2025-02-27/05:20:03",-0.5167684507663218,-0.8556159085624322,0.02952601069326802
"2025-02-27/05:20:04",-0.4186531843726462,-0.9034326541412532,0.09240644266463947
"2025-02-27/05:20:05",-0.3283816898409278,-0.9335584728296471,0.1436455484350046
"2025-02-27/05:20:06",-0.2070599004960811,-0.9614809986664627,0.1807774510548690
"2025-02-27/05:20:07",-0.1095669764282973,-0.9831798381493697,0.1461248901896584
"2025-02-27/05:20:08",-0.09335028294228058,-0.9928679075236406,0.07415553171694822
"2025-02-27/05:20:09",-0.07204258283467818,-0.9961004835022313,0.05092831260830335
"2025-02-27/05:20:10",-0.01932343311934210,-0.9944307011207052,0.1036059148942033
"2025-02-27/05:20:11",0.005601740104047062,-0.9896228302721971,0.1435802016708881
"2025-02-27/05:20:12",-0.1048278194454719,-0.9944835997053281,0.003673987947796689
"2025-02-27/05:20:13",0.1579629713811103,0.9803772084443650,0.1179331540970746
"2025-02-27/05:20:14",0.1761649862777994,0.9116107242250852,0.3713916868853661
"2025-02-27/05:20:15",-0.02092854482066469,0.8963232694952531,0.4429069795939434
"2025-02-27/05:20:16",-0.1199396147776715,0.8342489818514243,0.5381850286721537
"2025-02-27/05:20:17",-0.6253526488152513,0.7417261800884629,0.2424383187351497
"2025-02-27/05:20:18",0.8945695715293349,-0.4355920506231026,0.1000242327027952
"2025-02-27/05:20:19",0.9448022535111262,-0.2302991973159388,0.2330471657753685
"2025-02-27/05:20:20",0.9464865810773188,-0.2352657868917105,0.2209370076714002
"2025-02-27/05:20:21",0.9586785761638675,-0.09827792568895055,0.2669772217375416
"2025-02-27/05:20:22",0.9496423803897718,-0.1724800919436198,0.2615912216622889
"2025-02-27/05:20:23",0.9429245014025780,-0.1759319976536324,0.2827389553215151
"2025-02-27/05:20:24",0.9395605341601576,-0.1662654040366663,0.2993022186172414
"2025-02-27/05:20:25",0.9384262391378656,-0.2013491160828052,0.2807396073770756
"2025-02-27/05:20:26",0.9363299621807719,-0.1706475407796902,0.3068641698673832
"2025-02-27/05:20:27",0.9331877502850491,-0.1285804326590471,0.3356004991878597
"2025-02-27/05:20:28",0.9128532012567396,-0.09441404439624232,0.3972216272763447
"2025-02-27/05:20:29",0.9109142025584892,-0.09249419075486971,0.4020946906561118
"2025-02-27/05:20:30",0.9212752880655719,-0.06301140631951015,0.3837725970849594
"2025-02-27/05:20:31",0.9905112907326830,-0.07458997610284510,0.1154284124297449
"2025-02-27/05:20:32",0.9876921838798870,-0.1547643964473486,0.02263032246493813
"2025-02-27/05:20:33",0.7772284756192492,-0.6290261695807836,0.01555553499900787
"2025-02-27/05:20:34",0.2741883369136876,-0.9552386371886350,0.1110851111648403
"2025-02-27/05:20:35",0.7815681523295520,-0.6034507150765746,0.1581090058717136
"2025-02-27/05:20:36",0.9031823233476161,-0.3867352234727173,0.1862728045580206
"2025-02-27/05:20:37",0.9830366543229490,0.08429269594266203,0.1628916132532962
"2025-02-27/05:20:38",-0.01195384726421168,-0.9991191532838909,0.04022465757299500
"2025-02-27/05:20:39",0.09100681424765232,-0.9731136801765122,0.2115833765063261
"2025-02-27/05:20:40",0.7757744584207049,-0.5545575736551677,0.3010645896875869
"2025-02-27/05:20:41",0.9006384556509173,-0.3271563818872711,0.2860403363044469
"2025-02-27/05:20:42",0.8993255128214508,-0.2192358613377209,0.3783507091204438
"2025-02-27/05:20:43",0.8715269708469444,-0.06743763012487114,0.4856880739008220
"2025-02-27/05:20:44",0.7888097329471245,0.2609421052162537,0.5564965614747283
"2025-02-27/05:20:45",0.6127887124780991,0.6153847601351774,0.4957737294903831
"2025-02-27/05:20:46",0.5659180146230619,0.6825988585923031,0.4623803617948941
"2025-02-27/05:20:47",0.5355398993870238,0.7235870766529933,0.4354523609596254
"2025-02-27/05:20:48",0.5311381948207184,0.7436036487110029,0.4061352380996648
"2025-02-27/05:20:49",0.5630350822305327,0.6972025957598953,0.4437341959363976
"2025-02-27/05:20:50",0.5359006297428686,0.6608530310333285,0.5254367577694384
"2025-02-27/05:20:51",0.4996492787950977,0.6184189273341464,0.6065547201320117
"2025-02-27/05:20:52",0.4723731840235198,0.5867730819471618,0.6576936409284426
"2025-02-27/05:20:53",0.04046657442856182,0.5193413067600788,0.8536082611167435
"2025-02-27/05:20:54",-0.5100377746606368,0.4276859985877686,0.7462882519718558
"2025-02-27/05:20:55",-0.5710376703031900,0.4650308131571297,0.6765074440899552
"2025-02-27/05:20:56",-0.6059806890508885,0.5357597345380273,0.5880041762990742
"2025-02-27/05:20:57",-0.6091182884673036,0.5956316545943697,0.5236390385559848
"2025-02-27/05:20:58",0.7266465850817404,-0.6532874012629071,0.2126036494047140
"2025-02-27/05:20:59",0.3976628840367734,-0.6833613727520337,0.6122756445343984
"2025-02-27/05:21:00",0.2824390456957528,-0.8311375216947451,0.4789975005128826
"2025-02-27/05:21:01",0.1270950108502026,-0.9700057120008967,0.2072095000298483
"2025-02-27/05:21:02",0.5939036415243593,0.7183947725717116,0.3621980332991111
"2025-02-27/05:21:03",0.8837898341575415,-0.1585656858839763,0.4401959249015482
"2025-02-27/05:21:04",0.8176892318237602,-0.4254645499565540,0.3877682773122831
"2025-02-27/05:21:05",0.7264420337660396,-0.6550501608474112,0.2078250667066920
"2025-02-27/05:21:06",-0.4934370442738344,0.7365663158067380,0.4625904730506140
"2025-02-27/05:21:07",-0.4463077784967659,0.6951756296504471,0.5635070636588209
"2025-02-27/05:21:08",-0.4383894676411461,0.5633218948422605,0.7003449988774377
"2025-02-27/05:21:09",-0.4850849802702678,0.2624676308352256,0.8341482510201274
"2025-02-27/05:21:10",-0.5245338780442065,0.1280848370394861,0.8416997595963029
"2025-02-27/05:21:11",-0.5190823503763585,0.1999138724977488,0.8310162195232467
"2025-02-27/05:21:12",-0.3245668222660306,0.4675271596800095,0.8222376376970801
